title,tags,lat,lon,url,date_taken
,artshow marinasalazar gallery painting castillodesantacatalina cadiz starwars darthvader galeríadearte españa exposicióndearte pintura cádiz spain delegaciónmunicipaldeculturadecadiz delegaciónmunicipaldecultura womenartists andalusia,36.532161,-6.305164,https://live.staticflickr.com/65535/54490813972_b03ccf5cdb_m.jpg,2025-04-04 17:41:27
MONÒLIT EN HONOR DELS CONSTRUCTORS DEL POBLE ESPANYOL (1962),barcelona catalunya montjuïc monòlit pobleespanyol iberona 2025 1962 avingudadefrancescferreriguàrdia,41.369202,2.145747,https://live.staticflickr.com/65535/54491597243_11450df371_m.jpg,2025-04-20 13:07:10
MONÒLIT EN HONOR DELS CONSTRUCTORS DEL POBLE ESPANYOL (1962),barcelona catalunya montjuïc monòlit pobleespanyol iberona 2025 1962 avingudadefrancescferreriguàrdia,41.369375,2.145802,https://live.staticflickr.com/65535/54491670885_ae7e74ee7d_m.jpg,2025-04-20 13:08:10
MONÒLIT EN HONOR DELS CONSTRUCTORS DEL POBLE ESPANYOL (1962),barcelona catalunya montjuïc monòlit pobleespanyol iberona 2025 1962 avingudadefrancescferreriguàrdia,41.369375,2.145802,https://live.staticflickr.com/65535/54491670915_b275b03983_m.jpg,2025-04-20 13:08:29
"MEMORIAL DE LA SIDA (2003), de PATRIZIA FALCONE i POEMA PARLEM DE TU, de MIQUEL MARTÍ I POL (JARDÍ D'ACLIMATACIÓ)",2025 barcelona catalunya montjuïc jardídaclimatació poema miquelmartíipol parlemdetu projectedelsnoms memorialdelasida patriziafalcone lluísabad,41.365463,2.153480,https://live.staticflickr.com/65535/54491505709_3171215940_m.jpg,2025-04-18 13:29:11
"MEMORIAL DE LA SIDA (2003), de PATRIZIA FALCONE i POEMA PARLEM DE TU, de MIQUEL MARTÍ I POL (JARDÍ D'ACLIMATACIÓ)",2025 barcelona catalunya montjuïc jardídaclimatació poema miquelmartíipol parlemdetu projectedelsnoms memorialdelasida patriziafalcone lluísabad,41.365463,2.153480,https://live.staticflickr.com/65535/54491660370_c8466f7205_m.jpg,2025-04-18 13:29:46
"MEMORIAL DE LA SIDA (2003), de PATRIZIA FALCONE i POEMA PARLEM DE TU, de MIQUEL MARTÍ I POL (JARDÍ D'ACLIMATACIÓ)",2025 barcelona catalunya montjuïc jardídaclimatació poema miquelmartíipol parlemdetu projectedelsnoms memorialdelasida patriziafalcone lluísabad,41.365652,2.153588,https://live.staticflickr.com/65535/54490455632_10fd408984_m.jpg,2025-04-18 13:28:11
"MEMORIAL DE LA SIDA (2003), de PATRIZIA FALCONE i POEMA PARLEM DE TU, de MIQUEL MARTÍ I POL (JARDÍ D'ACLIMATACIÓ)",2025 barcelona catalunya montjuïc jardídaclimatació poema miquelmartíipol parlemdetu projectedelsnoms memorialdelasida patriziafalcone lluísabad,41.365463,2.153480,https://live.staticflickr.com/65535/54491585693_c92b69b6e2_m.jpg,2025-04-18 13:29:27
"MEMORIAL DE LA SIDA (2003), de PATRIZIA FALCONE i POEMA PARLEM DE TU, de MIQUEL MARTÍ I POL (JARDÍ D'ACLIMATACIÓ)",2025 barcelona catalunya montjuïc jardídaclimatació poema miquelmartíipol parlemdetu projectedelsnoms memorialdelasida patriziafalcone lluísabad,41.365652,2.153588,https://live.staticflickr.com/65535/54491505534_c30a1ff38e_m.jpg,2025-04-18 13:28:18
"MEMORIAL DE LA SIDA (2003), de PATRIZIA FALCONE i POEMA PARLEM DE TU, de MIQUEL MARTÍ I POL (JARDÍ D'ACLIMATACIÓ)",2025 barcelona catalunya montjuïc jardídaclimatació poema miquelmartíipol parlemdetu projectedelsnoms memorialdelasida patriziafalcone lluísabad,41.365694,2.153480,https://live.staticflickr.com/65535/54491318511_0202b03b6f_m.jpg,2025-04-18 13:27:24
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.367155,2.157216,https://live.staticflickr.com/65535/54491299101_7a017cddd1_m.jpg,2025-04-10 13:28:32
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.367155,2.157216,https://live.staticflickr.com/65535/54491299106_433f960acf_m.jpg,2025-04-10 13:28:48
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.367155,2.157216,https://live.staticflickr.com/65535/54491566878_427563cee9_m.jpg,2025-04-10 13:28:13
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.367155,2.157216,https://live.staticflickr.com/65535/54491641065_a5e8782e06_m.jpg,2025-04-10 13:28:24
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.366402,2.157069,https://live.staticflickr.com/65535/54490436037_9ac1b45418_m.jpg,2025-04-10 13:28:54
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.366402,2.157069,https://live.staticflickr.com/65535/54491298871_24586bc38a_m.jpg,2025-04-10 13:29:02
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.366402,2.157069,https://live.staticflickr.com/65535/54491485604_0a488dfb17_m.jpg,2025-04-10 13:29:06
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.366402,2.157069,https://live.staticflickr.com/65535/54491566598_4fe01c6f12_m.jpg,2025-04-10 13:29:10
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.366352,2.157144,https://live.staticflickr.com/65535/54491485424_4a08132586_m.jpg,2025-04-10 13:29:50
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.366352,2.157144,https://live.staticflickr.com/65535/54491640755_8553407bae_m.jpg,2025-04-10 13:29:31
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.366352,2.157144,https://live.staticflickr.com/65535/54491566458_3320dbd53c_m.jpg,2025-04-10 13:29:15
"JACHKAR - PER L'AMISTAT ENTRE ARMÈNIA I CATALUNYA (2009), de JUDITH MASANA",2025 amistat armènia avingudadelestadi barcelona catalunya jachkar 2009 pedradarmènia judithmasana montjuïc,41.366352,2.157144,https://live.staticflickr.com/65535/54491298696_1e58158e95_m.jpg,2025-04-10 13:29:22
"BARCELONA A SIMÓN BOLÍVAR (1931), de VICENÇ ANTON I PUIG",2025 barcelona catalunya camídelafoixarda carrerdelafoixarda montjuïc monument monumentasimónbolívar simónbolívar 1931 vicençantónipuig,41.368127,2.146547,https://live.staticflickr.com/65535/54491629570_8e4c42cccd_m.jpg,2025-04-20 13:01:16
"BARCELONA A SIMÓN BOLÍVAR (1931), de VICENÇ ANTON I PUIG",2025 barcelona catalunya camídelafoixarda carrerdelafoixarda montjuïc monument monumentasimónbolívar simónbolívar 1931 vicençantónipuig,41.368113,2.146744,https://live.staticflickr.com/65535/54491474004_c2e03e839e_m.jpg,2025-04-20 13:02:30
"BARCELONA A SIMÓN BOLÍVAR (1931), de VICENÇ ANTON I PUIG",2025 barcelona catalunya camídelafoixarda carrerdelafoixarda montjuïc monument monumentasimónbolívar simónbolívar 1931 vicençantónipuig,41.368127,2.146547,https://live.staticflickr.com/65535/54490424557_760e8f5c01_m.jpg,2025-04-20 13:01:33
"BARCELONA A SIMÓN BOLÍVAR (1931), de VICENÇ ANTON I PUIG",2025 barcelona catalunya camídelafoixarda carrerdelafoixarda montjuïc monument monumentasimónbolívar simónbolívar 1931 vicençantónipuig,41.368127,2.146547,https://live.staticflickr.com/65535/54491286966_391616a251_m.jpg,2025-04-20 13:01:27
"BARCELONA A SIMÓN BOLÍVAR (1931), de VICENÇ ANTON I PUIG",2025 barcelona catalunya camídelafoixarda carrerdelafoixarda montjuïc monument monumentasimónbolívar simónbolívar 1931 vicençantónipuig,41.368127,2.146547,https://live.staticflickr.com/65535/54491286881_2db2345d28_m.jpg,2025-04-20 13:01:49
"BARCELONA A SIMÃN BOLÃVAR (1931), de VICENÃ ANTON I PUIG",2025 barcelona catalunya camídelafoixarda carrerdelafoixarda montjuïc monument monumentasimónbolívar simónbolívar 1931 vicençantónipuig,41.368127,2.146547,https://live.staticflickr.com/65535/54491286851_1391ebc720_m.jpg,2025-04-20 13:02:01
"BARCELONA A SIMÓN BOLÍVAR (1931), de VICENÇ ANTON I PUIG",2025 barcelona catalunya camídelafoixarda carrerdelafoixarda montjuïc monument monumentasimónbolívar simónbolívar 1931 vicençantónipuig,41.368113,2.146744,https://live.staticflickr.com/65535/54491473889_40f12c063d_m.jpg,2025-04-20 13:02:57
Figueres - Sant Pau 34 d,modernisme barcelona artnouveau stilefloreale jugendstil cataluña catalunya catalonia katalonien arquitectura architecture architektur spanien spain espagne españa espanya belleepoque doors türen portes puertas art kunst arte modernismo building edificio gebäude bâtiment baukunst door tür porta puerta wood holz bois madera eixample gaudí liberty ornament ornamento,42.264725,2.961416,https://live.staticflickr.com/65535/54491268503_1ef89d3741_m.jpg,2025-05-02 10:52:29
Parc de Glòries,barcelona glòries torreagbar jeannouvel,41.402777,2.186877,https://live.staticflickr.com/65535/54490061567_bcbe54be67_m.jpg,2025-05-02 08:44:15
Siamese Crocodile,zoo zoológico zoològic park parco parc parque pond estanque lake lago crocodile reptile color colour colores colours colors barcelona bcn outside outdoor outdoors,41.385917,2.190936,https://live.staticflickr.com/65535/54491092443_d352f39941_m.jpg,2025-04-29 13:59:32
"Plaça Nova, 2019",barcelona barcelonaprovince spain,41.382850,2.181702,https://live.staticflickr.com/65535/54491031538_4250253c9e_m.jpg,2019-12-16 23:33:17
"OK Lliga femenina: CHP Bigues i Riells vs HC Raxoi, Bigues (el Vallès Oriental, Catalunya)",elsenyordelsbertins canon eos250d ef70300 catalunya cataluña catalonia provinciadebarcelona valles vallesoriental valldeltenes cinglesdeberti biguesiriellsdelfai bigues hoqueipatins hockeypatines rinkhockey chpbir,41.675116,2.211986,https://live.staticflickr.com/65535/54490724796_edcfa67c69_m.jpg,2025-04-05 21:03:28
"Font de les Roses, Sant Feliu de Codines (el Vallès Oriental, Catalunya)",elsenyordelsbertins fujifilm xq1 catalunya cataluña catalonia provinciadebarcelona valles vallesoriental cinglesdeberti santfeliudecodines font fuente fountain,41.689591,2.168469,https://live.staticflickr.com/65535/54490994523_8cd25268f3_m.jpg,2024-10-02 17:30:07
